product,url,category,price,amount,content,unit,vegan,vegetarian,nutriscore,carbs_100g,protein_100g,fat_100g
AH Scharrel kipfilet 3 stuks,https://www.ah.nl/producten/product/wi533079/ah-scharrel-kipfilet-3-stuks,vlees-kip-vis-vega,7.99,600.0,Inhoud en gewicht600 GramPortiegrootte: 100 gramAantal porties: 6,g,False,False,A,0.0,25.0,1.2
Beyond Meat Mince,https://www.ah.nl/producten/product/wi493518/beyond-meat-mince,vlees-kip-vis-vega,3.99,300.0,Inhoud en gewicht300 Gram,g,True,True,,4.8,15.0,17.0
AH Speklap,https://www.ah.nl/producten/product/wi3986/ah-speklap,vlees-kip-vis-vega,3.25,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,False,D,0.0,17.0,28.0
AH Scharrel kipdijfiletreepjes shoarma,https://www.ah.nl/producten/product/wi531851/ah-scharrel-kipdijfiletreepjes-shoarma,vlees-kip-vis-vega,7.99,650.0,Inhoud en gewicht650 GramPortiegrootte: 100 gramAantal porties: 6.5,g,False,False,C,0.7,18.0,10.0
AH Excellent Ultimate beef burger,https://www.ah.nl/producten/product/wi441916/ah-excellent-ultimate-beef-burger,vlees-kip-vis-vega,2.49,,Inhoud en gewicht150 GramPortiegrootte: 150 gramAantal porties: 1,,False,False,D,1.4,19.0,19.0
AH Scharrel kipreepjes,https://www.ah.nl/producten/product/wi451171/ah-scharrel-kipreepjes,vlees-kip-vis-vega,4.5,320.0,Inhoud en gewicht350 GramPortiegrootte: 100 gramAantal porties: 3.5,g,False,False,A,0.0,23.0,1.7
AH Schouderkarbonade,https://www.ah.nl/producten/product/wi232141/ah-schouderkarbonade,vlees-kip-vis-vega,4.42,622.5352112676056,Inhoud en gewicht620 GramPortiegrootte: 207 gramAantal porties: 3,l,False,False,B,0.0,19.0,12.0
AH Scharrel kipfilet roerbakstukjes,https://www.ah.nl/producten/product/wi531827/ah-scharrel-kipfilet-roerbakstukjes,vlees-kip-vis-vega,4.5,300.0,Inhoud en gewicht300 GramPortiegrootte: 100 gramAantal porties: 3,g,False,False,A,0.0,25.0,1.2
AH Scharrel gebraden kipfiletreep Italiaans,https://www.ah.nl/producten/product/wi454769/ah-scharrel-gebraden-kipfiletreep-italiaans,vlees-kip-vis-vega,3.49,150.0,Inhoud en gewicht150 GramPortiegrootte: 100 gramAantal porties: 1.5,g,False,False,B,1.3,25.0,1.3
AH Kabeljauwburger gepaneerd,https://www.ah.nl/producten/product/wi120041/ah-kabeljauwburger-gepaneerd,vlees-kip-vis-vega,2.99,,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,,False,False,B,16.0,12.0,8.7
Iglo Lekkerbekje sticks,https://www.ah.nl/producten/product/wi231931/iglo-lekkerbekje-sticks,vlees-kip-vis-vega,3.35,224.0,Inhoud en gewicht8 Stuks. 224 GramPortiegrootte: 140g,g,False,False,,19.0,11.0,14.0
Unox Rookworst rund,https://www.ah.nl/producten/product/wi169710/unox-rookworst-rund,vlees-kip-vis-vega,3.65,275.0,Inhoud en gewicht275 GramAantal porties: 2,g,False,False,,1.2,14.0,21.0
AH Riblap,https://www.ah.nl/producten/product/wi187574/ah-riblap,vlees-kip-vis-vega,8.49,700.0,Inhoud en gewicht700 GramMinimum gewicht: 500 gramMaximum gewicht: 1050 gramPortiegrootte: 100 gramAantal porties: 7,g,False,False,B,0.0,20.0,9.5
AH Scharrel kipburger,https://www.ah.nl/producten/product/wi533085/ah-scharrel-kipburger,vlees-kip-vis-vega,3.49,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,False,C,0.8,17.0,12.0
AH Ribkarbonade,https://www.ah.nl/producten/product/wi4033/ah-ribkarbonade,vlees-kip-vis-vega,2.79,300.0,Inhoud en gewicht300 GramMinimum weight 200 gMaximum weight 450 gPortiegrootte: 150 gramAantal porties: 2,l,False,False,A,0.0,23.0,6.6
AH Scharrel kipfilet 1 stuk,https://www.ah.nl/producten/product/wi197183/ah-scharrel-kipfilet-1-stuk,vlees-kip-vis-vega,3.59,200.0,Inhoud en gewicht200 GramPortiegrootte: 200 gramAantal porties: 1,g,False,False,A,0.0,23.0,1.7
AH Scharrel gerookte kipfilet,https://www.ah.nl/producten/product/wi165535/ah-scharrel-gerookte-kipfilet,vlees-kip-vis-vega,3.09,150.0,Inhoud en gewicht140 GramPortiegrootte: 140 gramAantal porties: 1,g,False,False,B,0.7,23.0,1.8
Vivera Kipstukjes,https://www.ah.nl/producten/product/wi502069/vivera-kipstukjes,vlees-kip-vis-vega,2.85,160.0,Inhoud en gewicht160 Gram,g,False,False,,2.7,15.0,9.5
Jos Poell Pasteitjes traditioneel,https://www.ah.nl/producten/product/wi200103/jos-poell-pasteitjes-traditioneel,vlees-kip-vis-vega,1.29,125.0,Inhoud en gewicht4 Stuks. 125 Gram,g,False,False,,44.0,8.4,39.0
AH Zalmfilet,https://www.ah.nl/producten/product/wi142193/ah-zalmfilet,vlees-kip-vis-vega,15.49,580.0,Inhoud en gewicht600 GramPortiegrootte: 100 gramAantal porties: 6,g,False,False,A,0.0,19.0,16.0
AH Pangasiusfilet,https://www.ah.nl/producten/product/wi140671/ah-pangasiusfilet,vlees-kip-vis-vega,3.86,675.0,Inhoud en gewicht675 GramPortiegrootte: 135 gramAantal porties: 5,g,False,False,A,0.0,16.0,1.8
Vivera Kroketburger,https://www.ah.nl/producten/product/wi493532/vivera-kroketburger,vlees-kip-vis-vega,2.85,150.0,Inhoud en gewicht150 Gram,g,False,False,,21.0,8.3,8.2
Vegetarische Slager Vegan pluimfeestburger,https://www.ah.nl/producten/product/wi502390/vegetarische-slager-vegan-pluimfeestburger,vlees-kip-vis-vega,3.55,180.0,Inhoud en gewicht2 Stuks. 180 GramAantal porties: 2,g,False,False,,13.0,8.8,16.0
AH Scharrel kipdijfiletreepjes naturel,https://www.ah.nl/producten/product/wi531832/ah-scharrel-kipdijfiletreepjes-naturel,vlees-kip-vis-vega,4.69,350.0,Inhoud en gewicht350 GramPortiegrootte: 100 gramAantal porties: 3.5,g,False,False,A,0.0,20.0,8.5
AH Shoarma,https://www.ah.nl/producten/product/wi210608/ah-shoarma,vlees-kip-vis-vega,6.13,850.0,Inhoud en gewicht850 GramPortiegrootte: 100 gramAantal porties: 8.5,g,False,False,B,1.4,20.0,8.0
AH Gerookte zalmsnippers,https://www.ah.nl/producten/product/wi168829/ah-gerookte-zalmsnippers,vlees-kip-vis-vega,6.99,200.0,Inhoud en gewicht200 GramPortiegrootte: 25 gramAantal porties: 8,g,False,False,D,0.0,22.0,8.4
AH Rundergehaktbal,https://www.ah.nl/producten/product/wi199703/ah-rundergehaktbal,vlees-kip-vis-vega,3.99,300.0,Inhoud en gewicht300 GramPortiegrootte: 100 gramAantal porties: 3,g,False,False,D,5.2,18.0,14.0
Vegetarische Slager Auf wieder schnitzel,https://www.ah.nl/producten/product/wi475113/vegetarische-slager-auf-wieder-schnitzel,vlees-kip-vis-vega,3.49,180.82901554404145,Inhoud en gewicht2 Stuks. 180 GramAantal porties: 2,g,False,False,,18.0,9.2,18.0
AH Scharrel kipdijfilet 2 stuks,https://www.ah.nl/producten/product/wi531826/ah-scharrel-kipdijfilet-2-stuks,vlees-kip-vis-vega,2.92,195.0,Inhoud en gewicht195 GramPortiegrootte: 100 gramAantal porties: 2,g,False,False,A,0.0,20.0,3.9
AH Biologisch Kipdijfilet,https://www.ah.nl/producten/product/wi168028/ah-biologisch-kipdijfilet,vlees-kip-vis-vega,8.61,365.0,Inhoud en gewicht345 GramPortiegrootte: 86 gramAantal porties: 4,g,False,False,A,0.0,19.0,6.2
Garden Gourmet Falafel,https://www.ah.nl/producten/product/wi155357/garden-gourmet-falafel,vlees-kip-vis-vega,3.99,210.0,Inhoud en gewicht210 GramPortiegrootte: Bij een portie van 4 balletjes (84 g)Aantal porties: 2,g,False,False,A,19.0,6.7,7.6
AH Vegetarische kaasschnitzel,https://www.ah.nl/producten/product/wi442491/ah-vegetarische-kaasschnitzel,vlees-kip-vis-vega,2.12,200.0,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,g,False,True,D,27.0,7.1,13.0
Vivera Gyros,https://www.ah.nl/producten/product/wi460410/vivera-gyros,vlees-kip-vis-vega,3.05,175.0,Inhoud en gewicht175 Gram,g,False,False,,1.5,15.0,9.0
AH Alaska koolvis,https://www.ah.nl/producten/product/wi39826/ah-alaska-koolvis,vlees-kip-vis-vega,2.49,400.0,Inhoud en gewicht400 GramPortiegrootte: 100 gramAantal porties: 4,g,False,False,A,0.1,16.0,0.3
AH Kabeljauwburger gepaneerd,https://www.ah.nl/producten/product/wi369697/ah-kabeljauwburger-gepaneerd,vlees-kip-vis-vega,4.99,402.4193548387097,Inhoud en gewicht400 GramPortiegrootte: 100 gramAantal porties: 4,g,False,False,B,17.0,12.0,8.7
Iglo Fishcuisine Bretagne,https://www.ah.nl/producten/product/wi191088/iglo-fishcuisine-bretagne,vlees-kip-vis-vega,4.89,380.0,Inhoud en gewicht380 GramPortiegrootte: De waarden per portie worden verkregen door 190g diepvries product in de oven te bereiden. Een portie bevat 201 mg omega 3 (DHA+EPA).,g,False,False,,9.8,11.0,10.0
Valess Crispy sticks met chili,https://www.ah.nl/producten/product/wi444783/valess-crispy-sticks-met-chili,vlees-kip-vis-vega,3.09,160.0,Inhoud en gewicht160 GramPortiegrootte: Portie (32g)Aantal porties: 5,g,False,False,,21.8,11.5,8.7
Iglo Vissticks,https://www.ah.nl/producten/product/wi533325/iglo-vissticks,vlees-kip-vis-vega,2.99,224.0,Inhoud en gewicht8 Stuks. 224 Gram8 VissticksPortiegrootte: De waarden per portie worden verkregen door 140 g diepvries product (5 Vissticks) in de oven te bereiden. Een portie bevat 163 mg omega 3 (DHA + EPA).Aantal porties: 1,g,False,False,B,21.0,12.0,9.1
John West Tonijnstukken in olijfolie,https://www.ah.nl/producten/product/wi147376/john-west-tonijnstukken-in-olijfolie,vlees-kip-vis-vega,2.99,145.0,Inhoud en gewicht145 GramUitlekgewicht: 102 Gram,g,False,False,,0.0,27.0,8.0
Iglo Lekkerbekjes traditioneel,https://www.ah.nl/producten/product/wi226504/iglo-lekkerbekjes-traditioneel,vlees-kip-vis-vega,4.79,240.0,Inhoud en gewicht2 Stuks. 240 GramPortiegrootte: De waarden per portie worden verkregen door 120 g diepvries product (1 Lekkerbekje) in de oven te bereiden. Een portie bevat 137 mg Omega 3 (DHA + EPA).,g,False,False,B,19.0,11.0,13.0
Mora Hamburgers classics,https://www.ah.nl/producten/product/wi232386/mora-hamburgers-classics,vlees-kip-vis-vega,1.59,320.0,Inhoud en gewicht4 Stuks. 320 Gram4 x 80 g,g,False,False,,3.6,14.0,14.0
AH Biefstukpuntjes,https://www.ah.nl/producten/product/wi238947/ah-biefstukpuntjes,vlees-kip-vis-vega,6.6,300.0,Inhoud en gewicht300 GramPortiegrootte: 100 gramAantal porties: 3,g,False,False,A,0.0,23.0,1.8
AH Zalm op huid 1 stuk,https://www.ah.nl/producten/product/wi484538/ah-zalm-op-huid-1-stuk,vlees-kip-vis-vega,3.99,170.0,Inhoud en gewicht170 GramPortiegrootte: 170 gramAantal porties: 1,g,False,False,A,0.0,19.0,16.0
AH Speklap,https://www.ah.nl/producten/product/wi232421/ah-speklap,vlees-kip-vis-vega,3.87,375.7281553398058,Inhoud en gewicht375 GramPortiegrootte: 125 gramAantal porties: 3,g,False,False,D,0.0,17.0,28.0
AH Voor in de oven beenham honing mosterd,https://www.ah.nl/producten/product/wi418196/ah-voor-in-de-oven-beenham-honing-mosterd,vlees-kip-vis-vega,8.49,600.0,Inhoud en gewicht600 GramPortiegrootte: 100 gramAantal porties: 6,g,False,False,B,3.5,16.0,4.5
Garden Gourmet Vegetarische gegrilde stukjes,https://www.ah.nl/producten/product/wi412568/garden-gourmet-vegetarische-gegrilde-stukjes,vlees-kip-vis-vega,3.35,175.0,Inhoud en gewicht175 GramPortiegrootte: Bij een portie van 80 g gegrilde stukjesAantal porties: 2,g,False,True,A,3.3,25.0,11.0
Vivera Spekjes,https://www.ah.nl/producten/product/wi467423/vivera-spekjes,vlees-kip-vis-vega,3.39,175.0,Inhoud en gewicht175 Gram,g,False,False,,1.4,17.0,0.6
AH Voor in de oven scharrel kip piri piri,https://www.ah.nl/producten/product/wi517087/ah-voor-in-de-oven-scharrel-kip-piri-piri,vlees-kip-vis-vega,5.62,690.0,Inhoud en gewicht620 GramPortiegrootte: 160 gramAantal porties: 3.5,g,False,False,C,0.7,17.0,17.0
John West Tonijn in water 3-pack,https://www.ah.nl/producten/product/wi368348/john-west-tonijn-in-water-3-pack,vlees-kip-vis-vega,6.59,435.0,Inhoud en gewicht3 Stuks3x 145 gramUitlekgewicht: 102 Gram,g,False,False,,0.0,25.0,0.7
Garden Gourmet Vegetarische schnitzel,https://www.ah.nl/producten/product/wi412564/garden-gourmet-vegetarische-schnitzel,vlees-kip-vis-vega,2.99,180.0,Inhoud en gewicht180 GramPortiegrootte: Bij een portie van 1 schnitzel (90 g)Aantal porties: 2,g,False,False,A,18.0,12.0,12.0
AH Excellent Ossenhaas,https://www.ah.nl/producten/product/wi59698/ah-excellent-ossenhaas,vlees-kip-vis-vega,8.99,150.08347245409016,Inhoud en gewicht150 GramMinimum weight: 90gMaximum weight: 175gPortiegrootte: 150 gramAantal porties: 1,g,False,False,A,0.0,24.0,2.3
AH Biologisch Kipfiletblokjes,https://www.ah.nl/producten/product/wi219828/ah-biologisch-kipfiletblokjes,vlees-kip-vis-vega,7.99,250.0,Inhoud en gewicht250 GramPortiegrootte: 100 gramAantal porties: 2.5,g,False,False,A,0.0,24.0,0.8
Unox Rookworst extra mager varken,https://www.ah.nl/producten/product/wi367556/unox-rookworst-extra-mager-varken,vlees-kip-vis-vega,3.79,375.0,Inhoud en gewicht375 GramAantal porties: 3,g,False,False,,1.9,15.0,13.0
AH Grote garnalen,https://www.ah.nl/producten/product/wi395373/ah-grote-garnalen,vlees-kip-vis-vega,3.49,100.0,Inhoud en gewicht100 GramPortiegrootte: 100 gramAantal porties: 1,g,False,False,B,0.0,17.0,0.7
AH Magere spekreepjes kalkoen,https://www.ah.nl/producten/product/wi483300/ah-magere-spekreepjes-kalkoen,vlees-kip-vis-vega,3.29,150.0,Inhoud en gewicht150 GramPortiegrootte: 100 gramAantal porties: 1.5,g,False,False,D,0.04,20.0,6.5
Wahid Rundergehakt,https://www.ah.nl/producten/product/wi197817/wahid-rundergehakt,vlees-kip-vis-vega,6.99,500.0,Inhoud en gewicht500 Gram,g,False,False,,0.1,16.8,19.6
AH Rundertartaar,https://www.ah.nl/producten/product/wi169172/ah-rundertartaar,vlees-kip-vis-vega,3.49,,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,,False,False,B,0.8,20.0,9.8
AH Biologisch Vegan pittige tofu reepjes,https://www.ah.nl/producten/product/wi98642/ah-biologisch-vegan-pittige-tofu-reepjes,vlees-kip-vis-vega,2.49,180.0,Inhoud en gewicht180 GramPortiegrootte: 100 gramAantal porties: 2,g,True,True,B,1.0,18.0,15.0
Princes Tonijnstukken in zonnebloemolie,https://www.ah.nl/producten/product/wi496942/princes-tonijnstukken-in-zonnebloemolie,vlees-kip-vis-vega,1.99,145.0,Inhoud en gewicht145 GramUitlekgewicht: 102 Gram,g,False,False,,0.1,23.5,9.5
AH Filetlapjes  la minute naturel,https://www.ah.nl/producten/product/wi187584/ah-filetlapjes-la-minute-naturel,vlees-kip-vis-vega,3.49,352.52525252525254,Inhoud en gewicht350 GramPortiegrootte: 70 gramAantal porties: 5,g,False,False,A,0.0,23.0,3.9
AH Slavink,https://www.ah.nl/producten/product/wi199713/ah-slavink,vlees-kip-vis-vega,2.39,200.84033613445376,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,g,False,False,D,2.3,19.0,21.0
Unox Extra magere rookworst magnetron,https://www.ah.nl/producten/product/wi200106/unox-extra-magere-rookworst-magnetron,vlees-kip-vis-vega,1.59,100.0,Inhoud en gewicht100 GramAantal porties: 1,g,False,False,,2.5,16.0,13.0
Garden Gourmet Vegetarische balletjes,https://www.ah.nl/producten/product/wi412565/garden-gourmet-vegetarische-balletjes,vlees-kip-vis-vega,3.29,210.0,Inhoud en gewicht210 GramPortiegrootte: Bij een portie van 5 balletjes (70 g)Aantal porties: 3,g,False,True,A,2.0,22.0,10.0
AH Katenspek,https://www.ah.nl/producten/product/wi543170/ah-katenspek,vlees-kip-vis-vega,2.99,150.0,Inhoud en gewicht150 GramPortiegrootte: 10 gramAantal porties: 15,g,False,False,E,2.1,14.0,25.0
Unox Rookworst vegetarisch,https://www.ah.nl/producten/product/wi445001/unox-rookworst-vegetarisch,vlees-kip-vis-vega,3.89,250.0,Inhoud en gewicht250 GramAantal porties: 2,g,False,False,,7.0,4.7,17.0
AH Kalkoenfilet schnitzel,https://www.ah.nl/producten/product/wi531887/ah-kalkoenfilet-schnitzel,vlees-kip-vis-vega,4.49,240.0,Inhoud en gewicht240 Gram,g,False,False,,,,
AH Vegan schnitzel,https://www.ah.nl/producten/product/wi437495/ah-vegan-schnitzel,vlees-kip-vis-vega,1.59,200.0,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,g,True,True,A,14.0,17.0,6.6
AH Verse mosselen,https://www.ah.nl/producten/product/wi226968/ah-verse-mosselen,vlees-kip-vis-vega,8.99,2000.0,Inhoud en gewicht2 KilogramPortiegrootte: 100 gramAantal porties: 4,g,False,False,A,5.5,14.0,2.0
AH Sandwich zalmplakken,https://www.ah.nl/producten/product/wi130190/ah-sandwich-zalmplakken,vlees-kip-vis-vega,4.89,100.0,Inhoud en gewicht100 GramPortiegrootte: 20 gramAantal porties: 5,g,False,False,D,0.0,21.0,14.0
Iglo Ocean cuisine kibbeling traditioneel,https://www.ah.nl/producten/product/wi371592/iglo-ocean-cuisine-kibbeling-traditioneel,vlees-kip-vis-vega,4.85,245.0,"Inhoud en gewicht245 GramPortiegrootte: De waarden per portie worden verkregen door 122,5 g diepvries product (ongeveer 5 stukjes kibbeling) in de oven te bereiden.Aantal porties: 2",g,False,False,B,22.0,9.7,12.0
AH Voor in de oven kipdijfilet saté ajam,https://www.ah.nl/producten/product/wi517094/ah-voor-in-de-oven-kipdijfilet-sate-ajam,vlees-kip-vis-vega,5.48,420.0,Inhoud en gewicht420 GramPortiegrootte: 100 gramAantal porties: 4,g,False,False,C,9.1,16.0,8.5
Garden Gourmet Toscaanse carr met zongedroogde tomaat,https://www.ah.nl/producten/product/wi128419/garden-gourmet-toscaanse-carr-met-zongedroogde-tomaat,vlees-kip-vis-vega,3.39,160.0,Inhoud en gewicht160 GramPortiegrootte: Bij een portie van 1 carré (80 g)Aantal porties: 2,g,False,False,A,14.0,11.0,11.0
AH Voor in de oven scharrel kippendijen,https://www.ah.nl/producten/product/wi135519/ah-voor-in-de-oven-scharrel-kippendijen,vlees-kip-vis-vega,5.19,680.0,Inhoud en gewicht570 GramPortiegrootte: 100 gramAantal porties: 5.5,g,False,False,D,1.2,16.0,21.0
AH Voor in de oven kipfilethaasjes tandoori,https://www.ah.nl/producten/product/wi517088/ah-voor-in-de-oven-kipfilethaasjes-tandoori,vlees-kip-vis-vega,6.4,400.0,Inhoud en gewicht400 GramPortiegrootte: 100 gramAantal porties: 4,g,False,False,B,2.1,22.0,10.0
AH Rundervink,https://www.ah.nl/producten/product/wi199712/ah-rundervink,vlees-kip-vis-vega,2.99,200.6711409395973,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,g,False,False,D,2.1,19.0,18.0
AH Scharrel gerookte kipfiletreepjes,https://www.ah.nl/producten/product/wi531865/ah-scharrel-gerookte-kipfiletreepjes,vlees-kip-vis-vega,4.89,250.0,Inhoud en gewicht250 GramPortiegrootte: 100 gramAantal porties: 2.5,g,False,False,B,2.0,20.0,1.0
AH Krabbetjes,https://www.ah.nl/producten/product/wi160750/ah-krabbetjes,vlees-kip-vis-vega,3.5,400.0,Inhoud en gewicht400 GramPortiegrootte: 100 gramAantal porties: 4,g,False,False,D,0.0,18.0,21.0
AH Varkensribeye naturel,https://www.ah.nl/producten/product/wi425633/ah-varkensribeye-naturel,vlees-kip-vis-vega,3.31,264.8,Inhoud en gewicht300 GramPortiegrootte: 150 gramAantal porties: 2,l,False,False,A,0.0,23.0,3.9
AH Kogelbiefstuk,https://www.ah.nl/producten/product/wi123836/ah-kogelbiefstuk,vlees-kip-vis-vega,7.49,260.0,Inhoud en gewicht260 GramPortiegrootte: 130 gramAantal porties: 2,g,False,False,A,0.0,23.0,1.8
AH Rundersoepvlees,https://www.ah.nl/producten/product/wi238950/ah-rundersoepvlees,vlees-kip-vis-vega,4.91,315.0,Inhoud en gewicht315 GramMinimum weight 290 g  Maximum weight 350 gPortiegrootte: 105 gramAantal porties: 3,g,False,False,A,0.9,22.0,5.0
AH Gerookte makreelfilet,https://www.ah.nl/producten/product/wi48968/ah-gerookte-makreelfilet,vlees-kip-vis-vega,3.79,240.0,Inhoud en gewicht260 GramPortiegrootte: 100 gramAantal porties: 2.5,g,False,False,C,0.0,22.0,18.0
Garden Gourmet Indische balletjes,https://www.ah.nl/producten/product/wi101185/garden-gourmet-indische-balletjes,vlees-kip-vis-vega,3.29,200.0,Inhoud en gewicht200 GramPortiegrootte: Bij een portie van 6 balletjes (84 g)Aantal porties: 2,g,False,True,B,6.0,18.0,9.5
AH Uitgebakken spekreepjes,https://www.ah.nl/producten/product/wi130258/ah-uitgebakken-spekreepjes,vlees-kip-vis-vega,2.99,70.0,Inhoud en gewicht70 GramPortiegrootte: 15 gramAantal porties: 4.5,g,False,False,E,2.0,32.0,32.0
AH Runderbraadworst,https://www.ah.nl/producten/product/wi193020/ah-runderbraadworst,vlees-kip-vis-vega,2.99,200.6711409395973,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,g,False,False,D,1.6,19.0,20.0
AH Vegetarische basis burger,https://www.ah.nl/producten/product/wi397370/ah-vegetarische-basis-burger,vlees-kip-vis-vega,1.59,200.0,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,g,False,True,B,12.0,17.0,4.9
AH Varkensschnitzel,https://www.ah.nl/producten/product/wi119764/ah-varkensschnitzel,vlees-kip-vis-vega,3.61,260.0,Inhoud en gewicht260 GramPortiegrootte: 130 gramAantal porties: 2,g,False,False,A,0.0,23.0,2.0
John West Tonijnstukken in water,https://www.ah.nl/producten/product/wi226264/john-west-tonijnstukken-in-water,vlees-kip-vis-vega,2.59,145.0,Inhoud en gewicht145 GramUitlekgewicht: 102 Gram,g,False,False,,0.0,27.0,0.5
John West Tonijn in olijfolie 3-pack,https://www.ah.nl/producten/product/wi368349/john-west-tonijn-in-olijfolie-3-pack,vlees-kip-vis-vega,8.69,435.0,Inhoud en gewicht3 Stuks3x 145 gramUitlekgewicht: 102 Gram,g,False,False,,0.0,25.0,15.0
AH Biologisch Rundervink,https://www.ah.nl/producten/product/wi436755/ah-biologisch-rundervink,vlees-kip-vis-vega,3.49,,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,,False,False,D,2.4,19.0,17.0
Iglo Ocean cuisine crispino,https://www.ah.nl/producten/product/wi191098/iglo-ocean-cuisine-crispino,vlees-kip-vis-vega,4.19,300.0,"Inhoud en gewicht4 Stuks. 300 GramPortiegrootte: De waarden per portie worden verkregen door 75 g diepvries product (1 Crispino) in de oven te bereiden. Een portie bevat 89,5 mg Omega 3 (DHA + EPA).Aantal porties: 4",g,False,False,B,15.0,12.0,6.7
